second,x,y
75.87999999999988,552,1115
75.91999999999985,551,1118
75.95999999999981,550,1121
75.99999999999977,549,1123
76.03999999999974,547,1124
76.08000000000015,546,1124
76.12000000000012,545,1125
76.16000000000008,543,1125
76.20000000000005,541,1126
76.24000000000001,540,1127
76.27999999999997,539,1128
76.31999999999994,540,1128
76.3599999999999,541,1130
76.39999999999986,543,1132
76.43999999999983,544,1135
76.47999999999979,545,1136
76.51999999999975,545,1140
76.56000000000017,544,1143
76.60000000000014,543,1147
76.6400000000001,541,1151
76.68000000000006,540,1155
76.72000000000003,537,1158
76.75999999999999,535,1159
76.79999999999995,532,1160
76.83999999999992,530,1159
76.87999999999988,528,1159
76.91999999999985,527,1158
76.95999999999981,525,1158
76.99999999999977,523,1160
77.03999999999974,521,1160
77.08000000000015,521,1161
77.12000000000012,520,1163
77.16000000000008,519,1164
77.20000000000005,519,1164
77.24000000000001,518,1165
77.27999999999997,517,1166
77.31999999999994,517,1166
77.3599999999999,517,1165
77.39999999999986,517,1165
77.43999999999983,517,1165
77.47999999999979,517,1165
77.51999999999975,517,1165
77.56000000000017,517,1165
77.60000000000014,517,1165
77.6400000000001,517,1164
77.68000000000006,517,1165
77.72000000000003,517,1165
77.75999999999999,516,1165
77.79999999999995,517,1165
77.83999999999992,516,1167
77.87999999999988,516,1171
77.91999999999985,516,1174
77.95999999999981,516,1176
77.99999999999977,518,1180
78.03999999999974,518,1183
78.08000000000015,518,1184
78.12000000000012,518,1185
78.16000000000008,518,1187
78.20000000000005,518,1188
78.24000000000001,519,1188
78.27999999999997,519,1189
78.31999999999994,520,1189
78.3599999999999,521,1192
78.39999999999986,523,1196
78.43999999999983,526,1198
78.47999999999979,528,1198
78.51999999999975,528,1199
78.56000000000017,525,1201
78.60000000000014,522,1203
78.6400000000001,519,1204
78.68000000000006,517,1206
78.72000000000003,516,1208
78.75999999999999,515,1211
78.79999999999995,515,1211
78.83999999999992,516,1211
78.87999999999988,516,1211
78.91999999999985,516,1212
78.95999999999981,516,1212
78.99999999999977,516,1212
79.03999999999974,516,1213
79.08000000000015,516,1213
79.12000000000012,516,1213
79.16000000000008,516,1214
79.20000000000005,515,1216
79.24000000000001,513,1219
79.27999999999997,509,1221
79.31999999999994,504,1224
79.3599999999999,498,1226
79.39999999999986,491,1228
79.43999999999983,489,1226
79.47999999999979,489,1226
79.51999999999975,490,1226
79.56000000000017,491,1228
79.60000000000014,492,1229
79.6400000000001,492,1230
79.68000000000006,492,1231
79.72000000000003,493,1230
79.75999999999999,493,1230
79.79999999999995,492,1230
79.83999999999992,491,1230
79.87999999999988,491,1229
79.91999999999985,491,1229
79.95999999999981,492,1229
79.99999999999977,492,1230
80.03999999999974,493,1232
80.08000000000015,495,1232
80.12000000000012,497,1235
80.16000000000008,499,1236
80.20000000000005,500,1238
80.24000000000001,501,1240
80.27999999999997,500,1241
80.31999999999994,500,1244
80.3599999999999,500,1244
80.39999999999986,498,1247
80.43999999999983,495,1251
80.47999999999979,493,1255
80.51999999999975,493,1257
80.56000000000017,493,1256
80.60000000000014,492,1257
80.6400000000001,492,1258
80.68000000000006,492,1260
80.72000000000003,493,1261
80.75999999999999,494,1262
80.79999999999995,494,1263
80.83999999999992,495,1263
80.87999999999988,495,1264
80.91999999999985,496,1265
80.95999999999981,497,1267
80.99999999999977,499,1268
81.03999999999974,500,1269
81.08000000000015,500,1270
81.12000000000012,498,1271
81.16000000000008,496,1272
81.20000000000005,493,1275
81.24000000000001,491,1276
81.27999999999997,491,1277
81.31999999999994,492,1278
81.3599999999999,492,1280
81.39999999999986,492,1280
81.43999999999983,492,1280
81.47999999999979,492,1282
81.51999999999975,492,1284
81.56000000000017,493,1285
81.60000000000014,494,1287
81.6400000000001,494,1288
81.68000000000006,495,1290
81.72000000000003,496,1292
81.75999999999999,499,1296
81.79999999999995,502,1298
81.83999999999992,503,1299
81.87999999999988,501,1301
81.91999999999985,498,1302
81.95999999999981,497,1303
81.99999999999977,496,1305
82.03999999999974,496,1305
82.08000000000015,496,1305
82.12000000000012,494,1306
82.16000000000008,494,1305
82.20000000000005,493,1306
82.24000000000001,492,1307
82.27999999999997,492,1307
82.31999999999994,491,1308
82.3599999999999,491,1310
82.39999999999986,490,1311
82.43999999999983,488,1314
82.47999999999979,487,1316
82.51999999999975,486,1319
82.56000000000017,484,1321
82.60000000000014,481,1322
82.6400000000001,478,1322
82.68000000000006,474,1322
82.72000000000003,469,1321
82.75999999999999,468,1320
82.79999999999995,466,1319
82.83999999999992,463,1319
82.87999999999988,461,1319
82.91999999999985,459,1317
82.95999999999981,457,1317
82.99999999999977,454,1317
83.03999999999974,452,1317
83.08000000000015,450,1317
83.12000000000012,449,1317
83.16000000000008,449,1317
83.20000000000005,448,1317
83.24000000000001,447,1317
83.27999999999997,446,1316
83.31999999999994,446,1316
83.3599999999999,445,1316
83.39999999999986,445,1315
83.43999999999983,445,1315
83.47999999999979,445,1314
83.51999999999975,445,1315
83.56000000000017,445,1314
83.60000000000014,445,1314
83.6400000000001,444,1314
83.68000000000006,443,1314
83.72000000000003,442,1313
83.75999999999999,441,1312
83.79999999999995,442,1311
83.83999999999992,441,1311
83.87999999999988,440,1312
83.91999999999985,439,1312
83.95999999999981,437,1313
83.99999999999977,437,1313
84.03999999999974,436,1313
84.08000000000015,435,1313
84.12000000000012,434,1313
84.16000000000008,433,1313
84.20000000000005,432,1313
84.24000000000001,432,1313
84.27999999999997,431,1312
84.31999999999994,429,1311
84.3599999999999,426,1311
84.39999999999986,425,1310
84.43999999999983,423,1309
84.47999999999979,422,1307
84.51999999999975,422,1307
84.56000000000017,422,1306
84.60000000000014,422,1306
84.6400000000001,420,1306
84.68000000000006,420,1306
84.72000000000003,420,1305
84.75999999999999,420,1303
84.79999999999995,419,1302
84.83999999999992,418,1301
84.87999999999988,417,1300
84.91999999999985,415,1298
84.95999999999981,412,1296
84.99999999999977,410,1294
85.03999999999974,409,1292
85.08000000000015,408,1289
85.12000000000012,408,1287
85.16000000000008,408,1287
85.20000000000005,407,1287
85.24000000000001,408,1287
85.27999999999997,408,1287
85.31999999999994,408,1287
85.3599999999999,408,1286
85.39999999999986,408,1286
85.43999999999983,408,1287
85.47999999999979,408,1287
85.51999999999975,408,1287
85.56000000000017,408,1287
85.60000000000014,409,1287
85.6400000000001,408,1287
85.68000000000006,408,1286
85.72000000000003,407,1286
85.75999999999999,408,1285
85.79999999999995,409,1284
85.83999999999992,409,1284
85.87999999999988,408,1284
85.91999999999985,409,1284
85.95999999999981,408,1284
85.99999999999977,409,1284
86.03999999999974,408,1285
86.08000000000015,408,1285
86.12000000000012,408,1284
86.16000000000008,408,1284
86.20000000000005,408,1283
86.24000000000001,408,1282
86.27999999999997,408,1282
86.31999999999994,407,1283
86.3599999999999,407,1283
86.39999999999986,408,1283
86.43999999999983,408,1283
86.47999999999979,407,1283
86.51999999999975,407,1283
86.56000000000017,408,1283
86.60000000000014,408,1283
86.6400000000001,407,1282
86.68000000000006,407,1282
86.72000000000003,407,1281
86.75999999999999,407,1281
86.79999999999995,407,1281
86.83999999999992,407,1281
86.87999999999988,407,1281
86.91999999999985,407,1280
86.95999999999981,407,1279
86.99999999999977,407,1279
87.03999999999974,407,1279
87.08000000000015,408,1278
87.12000000000012,407,1278
87.16000000000008,407,1279
87.20000000000005,407,1279
87.24000000000001,407,1280
87.27999999999997,407,1280
87.31999999999994,408,1280
87.3599999999999,407,1281
87.39999999999986,407,1281
87.43999999999983,407,1281
87.47999999999979,406,1281
87.51999999999975,407,1280
87.56000000000017,406,1280
87.60000000000014,406,1279
87.6400000000001,406,1278
87.68000000000006,405,1278
87.72000000000003,406,1278
87.75999999999999,405,1278
87.79999999999995,405,1279
87.83999999999992,404,1279
87.87999999999988,404,1280
87.91999999999985,404,1280
87.95999999999981,404,1280
87.99999999999977,404,1280
88.03999999999974,404,1280
88.08000000000015,405,1280
88.12000000000012,405,1280
88.16000000000008,405,1280
88.20000000000005,405,1280
88.24000000000001,405,1280
88.27999999999997,405,1280
88.31999999999994,406,1280
88.3599999999999,406,1280
88.39999999999986,407,1280
88.43999999999983,408,1279
88.47999999999979,408,1280
88.51999999999975,408,1280
88.56000000000017,408,1280
88.60000000000014,408,1280
88.6400000000001,409,1280
88.68000000000006,409,1280
88.72000000000003,409,1280
88.75999999999999,409,1280
88.79999999999995,409,1280
88.83999999999992,409,1280
88.87999999999988,409,1280
88.91999999999985,408,1281
88.95999999999981,408,1281
88.99999999999977,408,1280
89.03999999999974,407,1280
89.08000000000015,407,1280
89.12000000000012,407,1280
89.16000000000008,406,1280
89.20000000000005,406,1280
89.24000000000001,405,1280
89.27999999999997,405,1280
89.31999999999994,405,1280
89.3599999999999,405,1280
89.39999999999986,405,1280
89.43999999999983,405,1280
89.47999999999979,405,1281
89.51999999999975,405,1280
89.56000000000017,405,1281
89.60000000000014,406,1280
89.6400000000001,406,1280
89.68000000000006,406,1280
89.72000000000003,405,1281
89.75999999999999,406,1283
89.79999999999995,405,1286
89.83999999999992,404,1289
89.87999999999988,403,1292
89.91999999999985,404,1294
89.95999999999981,403,1298
89.99999999999977,405,1301
90.03999999999974,407,1307
90.08000000000015,408,1314
90.12000000000012,408,1320
90.16000000000008,409,1322
90.20000000000005,409,1323
90.24000000000001,408,1323
90.27999999999997,407,1322
90.31999999999994,407,1321
90.3599999999999,407,1321
90.39999999999986,407,1322
90.43999999999983,407,1323
90.47999999999979,407,1324
90.51999999999975,407,1325
90.56000000000017,406,1325
90.60000000000014,407,1325
90.6400000000001,407,1326
90.68000000000006,407,1325
90.72000000000003,406,1327
90.75999999999999,405,1329
90.79999999999995,404,1331
90.83999999999992,402,1333
90.87999999999988,400,1335
90.91999999999985,399,1335
90.95999999999981,398,1336
90.99999999999977,398,1337
91.03999999999974,399,1337
91.08000000000015,399,1337
91.12000000000012,399,1337
91.16000000000008,399,1336
91.20000000000005,398,1336
91.24000000000001,398,1337
91.27999999999997,396,1338
91.31999999999994,395,1340
91.3599999999999,395,1341
91.39999999999986,395,1341
91.43999999999983,394,1342
91.47999999999979,394,1342
91.51999999999975,394,1343
91.56000000000017,393,1343
91.60000000000014,392,1344
91.6400000000001,392,1346
91.68000000000006,393,1348
91.72000000000003,395,1349
91.75999999999999,397,1350
91.79999999999995,401,1353
91.83999999999992,403,1354
91.87999999999988,403,1354
91.91999999999985,402,1355
91.95999999999981,400,1355
91.99999999999977,397,1356
92.03999999999974,395,1357
92.08000000000015,394,1358
92.12000000000012,392,1360
92.16000000000008,391,1360
92.20000000000005,391,1362
92.24000000000001,391,1362
92.27999999999997,392,1363
92.31999999999994,392,1364
92.3599999999999,392,1367
92.39999999999986,392,1367
92.43999999999983,392,1368
92.47999999999979,392,1368
92.51999999999975,392,1369
92.56000000000017,392,1369
92.60000000000014,390,1369
92.6400000000001,388,1370
92.68000000000006,387,1370
92.72000000000003,385,1371
92.75999999999999,385,1371
92.79999999999995,385,1373
92.83999999999992,385,1374
92.87999999999988,384,1378
92.91999999999985,384,1379
92.95999999999981,383,1380
92.99999999999977,384,1379
93.03999999999974,383,1380
93.08000000000015,383,1380
93.12000000000012,383,1380
93.16000000000008,383,1380
93.20000000000005,382,1381
93.24000000000001,382,1381
93.27999999999997,381,1382
93.31999999999994,380,1382
93.3599999999999,379,1382
93.39999999999986,378,1383
93.43999999999983,378,1383
93.47999999999979,376,1384
93.51999999999975,374,1387
93.56000000000017,373,1391
93.60000000000014,372,1397
93.6400000000001,372,1401
93.68000000000006,373,1405
93.72000000000003,373,1406
93.75999999999999,374,1406
93.79999999999995,374,1407
93.83999999999992,374,1408
93.87999999999988,373,1408
93.91999999999985,372,1408
93.95999999999981,370,1406
93.99999999999977,367,1405
