second,x,y
71.24000000000001,517,1027
71.27999999999997,516,1027
71.31999999999994,517,1027
71.3599999999999,518,1027
71.39999999999986,518,1027
71.43999999999983,518,1027
71.47999999999979,518,1027
71.51999999999975,518,1027
71.56000000000017,518,1027
71.60000000000014,518,1027
71.6400000000001,518,1027
71.68000000000006,518,1027
71.72000000000003,518,1027
71.75999999999999,519,1027
71.79999999999995,519,1028
71.83999999999992,519,1028
71.87999999999988,519,1028
71.91999999999985,519,1028
71.95999999999981,518,1028
71.99999999999977,519,1028
72.03999999999974,518,1028
72.08000000000015,519,1028
72.12000000000012,519,1028
72.16000000000008,519,1028
72.20000000000005,520,1029
72.24000000000001,521,1030
72.27999999999997,522,1031
72.31999999999994,522,1033
72.3599999999999,523,1035
72.39999999999986,524,1037
72.43999999999983,525,1040
72.47999999999979,527,1044
72.51999999999975,531,1049
72.56000000000017,534,1052
72.60000000000014,536,1051
72.6400000000001,537,1049
72.68000000000006,538,1048
72.72000000000003,541,1047
72.75999999999999,544,1047
72.79999999999995,547,1049
72.83999999999992,548,1050
72.87999999999988,551,1051
72.91999999999985,551,1052
72.95999999999981,551,1052
72.99999999999977,551,1052
73.03999999999974,552,1052
73.08000000000015,552,1052
73.12000000000012,552,1051
73.16000000000008,551,1051
73.20000000000005,551,1050
73.24000000000001,551,1049
73.27999999999997,551,1049
73.31999999999994,551,1050
73.3599999999999,551,1050
73.39999999999986,551,1051
73.43999999999983,551,1051
73.47999999999979,551,1051
73.51999999999975,551,1052
73.56000000000017,552,1052
73.60000000000014,552,1053
73.6400000000001,552,1053
73.68000000000006,552,1053
73.72000000000003,552,1054
73.75999999999999,553,1055
73.79999999999995,553,1056
73.83999999999992,552,1056
73.87999999999988,552,1057
73.91999999999985,552,1058
73.95999999999981,552,1058
73.99999999999977,552,1058
74.03999999999974,552,1058
74.08000000000015,552,1058
74.12000000000012,552,1059
74.16000000000008,552,1059
74.20000000000005,553,1059
74.24000000000001,553,1059
74.27999999999997,553,1059
74.31999999999994,552,1061
74.3599999999999,550,1063
74.39999999999986,548,1066
74.43999999999983,545,1071
74.47999999999979,545,1076
74.51999999999975,545,1082
74.56000000000017,545,1084
74.60000000000014,545,1085
74.6400000000001,545,1085
74.68000000000006,545,1086
74.72000000000003,545,1086
74.75999999999999,545,1086
74.79999999999995,544,1087
74.83999999999992,544,1088
74.87999999999988,544,1088
74.91999999999985,544,1088
74.95999999999981,544,1088
74.99999999999977,543,1090
75.03999999999974,542,1093
75.08000000000015,542,1094
75.12000000000012,542,1096
75.16000000000008,542,1096
75.20000000000005,543,1097
75.24000000000001,544,1097
75.27999999999997,543,1099
75.31999999999994,541,1100
75.3599999999999,539,1101
75.39999999999986,539,1100
75.43999999999983,538,1099
75.47999999999979,538,1099
75.51999999999975,538,1099
75.56000000000017,538,1100
75.60000000000014,539,1101
75.6400000000001,539,1103
75.68000000000006,540,1106
75.72000000000003,543,1108
75.75999999999999,547,1110
75.79999999999995,550,1112
75.83999999999992,552,1113
